"286005","Lille Flandres","60 ans et plus","7.57","2013"
"286005","Lille Flandres","Non communiqué","0.11","2013"
"384008","Paris St Lazare","19 ans et moins","7.73","2013"
"384008","Paris St Lazare","20 ans à 29 ans","30.1","2013"
"384008","Paris St Lazare","30 ans à 39 ans","21.4","2013"
"384008","Paris St Lazare","40 ans à 49 ans","17.9","2013"
"384008","Paris St Lazare","50 ans à 59 ans","14.7","2013"
"384008","Paris St Lazare","60 ans et plus","7.06","2013"
"384008","Paris St Lazare","Non communiqué","1.12","2013"
"391003","Paris Montparnasse 1 et 2 + Vaugirard","19 ans et moins","7.28","2012"
"391003","Paris Montparnasse 1 et 2 + Vaugirard","20 ans à 29 ans","25.3","2012"
"391003","Paris Montparnasse 1 et 2 + Vaugirard","30 ans à 39 ans","18.0","2012"
"391003","Paris Montparnasse 1 et 2 + Vaugirard","40 ans à 49 ans","17.5","2012"
"391003","Paris Montparnasse 1 et 2 + Vaugirard","50 ans à 59 ans","15.2","2012"
"391003","Paris Montparnasse 1 et 2 + Vaugirard","60 ans et plus","11.9","2012"
"391003","Paris Montparnasse 1 et 2 + Vaugirard","Non communiqué","4.84","2012"
"393702","Massy TGV","19 ans et moins","5.08","2013"
"393702","Massy TGV","20 ans à 29 ans","21.9","2013"
"393702","Massy TGV","30 ans à 39 ans","19.3","2013"
"393702","Massy TGV","40 ans à 49 ans","21.1","2013"
"393702","Massy TGV","50 ans à 59 ans","21.2","2013"
"393702","Massy TGV","60 ans et plus","10.1","2013"
"393702","Massy TGV","Non communiqué","1.24","2013"
"471003","Rennes","19 ans et moins","12.5","2014"
"471003","Rennes","20 ans à 29 ans","25.0","2014"
"471003","Rennes","30 ans à 39 ans","14.9","2014"
"471003","Rennes","40 ans à 49 ans","16.3","2014"
"471003","Rennes","50 ans à 59 ans","16.9","2014"
"471003","Rennes","60 ans et plus","13.9","2014"
"471003","Rennes","Non communiqué","0.41000000000000003","2014"
"481002","Nantes","19 ans et moins","9.15","2014"
"481002","Nantes","20 ans à 29 ans","23.8","2014"
"481002","Nantes","30 ans à 39 ans","15.2","2014"
"481002","Nantes","40 ans à 49 ans","17.5","2014"
"481002","Nantes","50 ans à 59 ans","18.1","2014"
"481002","Nantes","60 ans et plus","15.2","2014"
"481002","Nantes","Non communiqué","1.08","2014"
"547000","Paris Austerlitz","19 ans et moins","4.6","2013"
"547000","Paris Austerlitz","20 ans à 29 ans","25.1","2013"
"547000","Paris Austerlitz","30 ans à 39 ans","19.2","2013"
"547000","Paris Austerlitz","40 ans à 49 ans","17.5","2013"
"547000","Paris Austerlitz","50 ans à 59 ans","17.9","2013"
"547000","Paris Austerlitz","60 ans et plus","13.5","2013"
"547000","Paris Austerlitz","Non communiqué","2.2","2013"
"581009","Bordeaux Saint-Jean","19 ans et moins","17.2","2014"
"581009","Bordeaux Saint-Jean","20 ans à 29 ans","25.4","2014"
"581009","Bordeaux Saint-Jean","30 ans à 39 ans","14.9","2014"
"581009","Bordeaux Saint-Jean","40 ans à 49 ans","13.6","2014"
"581009","Bordeaux Saint-Jean","50 ans à 59 ans","15.2","2014"
"581009","Bordeaux Saint-Jean","60 ans et plus","13.7","2014"
"611004","Toulouse Matabiau","19 ans et moins","15.1","2014"
"611004","Toulouse Matabiau","20 ans à 29 ans","27.7","2014"
"611004","Toulouse Matabiau","30 ans à 39 ans","17.2","2014"
"611004","Toulouse Matabiau","40 ans à 49 ans","13.6","2014"
"611004","Toulouse Matabiau","50 ans à 59 ans","11.8","2014"
"611004","Toulouse Matabiau","60 ans et plus","14.7","2014"
"686006","Paris Gare de Lyon","19 ans et moins","4.13","2012"
"686006","Paris Gare de Lyon","20 ans à 29 ans","25.9","2012"
"686006","Paris Gare de Lyon","30 ans à 39 ans","21.0","2012"
"686006","Paris Gare de Lyon","40 ans à 49 ans","18.8","2012"
"686006","Paris Gare de Lyon","50 ans à 59 ans","15.7","2012"
"686006","Paris Gare de Lyon","60 ans et plus","11.1","2012"
"686006","Paris Gare de Lyon","Non communiqué","3.4","2012"
"722025","Lyon Perrache","19 ans et moins","11.0","2011"
"722025","Lyon Perrache","20 ans à 29 ans","26.6","2011"
"722025","Lyon Perrache","30 ans à 39 ans","17.8","2011"
"722025","Lyon Perrache","40 ans à 49 ans","18.2","2011"
"722025","Lyon Perrache","50 ans à 59 ans","16.0","2011"
"722025","Lyon Perrache","60 ans et plus","10.1","2011"
"722025","Lyon Perrache","Non communiqué","0.32","2011"
"723197","Lyon Part Dieu","19 ans et moins","10.4","2011"
"723197","Lyon Part Dieu","20 ans à 29 ans","34.6","2011"
"723197","Lyon Part Dieu","30 ans à 39 ans","17.6","2011"
"723197","Lyon Part Dieu","40 ans à 49 ans","15.8","2011"
"723197","Lyon Part Dieu","50 ans à 59 ans","13.7","2011"
"723197","Lyon Part Dieu","60 ans et plus","7.89","2011"
"747006","Grenoble","19 ans et moins","12.9","2015"
"747006","Grenoble","20 ans à 29 ans","26.9","2015"
"747006","Grenoble","30 ans à 39 ans","16.2","2015"
"747006","Grenoble","40 ans à 49 ans","16.7","2015"
"747006","Grenoble","50 ans à 59 ans","17.2","2015"
"747006","Grenoble","60 ans et plus","10.1","2015"
"751008","Marseille Saint-Charles","19 ans et moins","13.7","2013"
"751008","Marseille Saint-Charles","20 ans à 29 ans","28.9","2013"
"751008","Marseille Saint-Charles","30 ans à 39 ans","17.3","2013"
"751008","Marseille Saint-Charles","40 ans à 49 ans","15.3","2013"
"751008","Marseille Saint-Charles","50 ans à 59 ans","12.3","2013"
"751008","Marseille Saint-Charles","60 ans et plus","12.3","2013"
"751008","Marseille Saint-Charles","Non communiqué","0.24","2013"
"755009","Toulon","19 ans et moins","16.2","2014"
"755009","Toulon","20 ans à 29 ans","29.0","2014"
"755009","Toulon","30 ans à 39 ans","14.0","2014"
"755009","Toulon","40 ans à 49 ans","10.9","2014"
"755009","Toulon","50 ans à 59 ans","11.1","2014"
"755009","Toulon","60 ans et plus","18.8","2014"
"756056","Nice","19 ans et moins","14.4","2014"
"756056","Nice","20 ans à 29 ans","28.7","2014"
"756056","Nice","30 ans à 39 ans","14.0","2014"
"756056","Nice","40 ans à 49 ans","13.7","2014"
"756056","Nice","50 ans à 59 ans","13.8","2014"
"756056","Nice","60 ans et plus","15.4","2014"
"762906","Lyon Saint Exupery TGV","19 ans et moins","2.8","2016"
"762906","Lyon Saint Exupery TGV","20 ans à 29 ans","28.0","2016"
"762906","Lyon Saint Exupery TGV","30 ans à 39 ans","21.5","2016"
"762906","Lyon Saint Exupery TGV","40 ans à 49 ans","21.4","2016"
"762906","Lyon Saint Exupery TGV","50 ans à 59 ans","16.3","2016"
"762906","Lyon Saint Exupery TGV","60 ans et plus","10.0","2016"
"763029","Valence TGV Rhône-Alpes Sud","19 ans et moins","3.21","2015"
"763029","Valence TGV Rhône-Alpes Sud","20 ans à 29 ans","19.7","2015"
"763029","Valence TGV Rhône-Alpes Sud","30 ans à 39 ans","17.8","2015"
"763029","Valence TGV Rhône-Alpes Sud","40 ans à 49 ans","20.3","2015"
"763029","Valence TGV Rhône-Alpes Sud","50 ans à 59 ans","19.4","2015"
"763029","Valence TGV Rhône-Alpes Sud","60 ans et plus","19.6","2015"
"773002","Montpellier Saint-Roch","19 ans et moins","14.6","2015"
"773002","Montpellier Saint-Roch","20 ans à 29 ans","29.8","2015"
"773002","Montpellier Saint-Roch","30 ans à 39 ans","15.4","2015"
"773002","Montpellier Saint-Roch","40 ans à 49 ans","11.9","2015"
"773002","Montpellier Saint-Roch","50 ans à 59 ans","13.5","2015"
"773002","Montpellier Saint-Roch","60 ans et plus","14.6","2015"
"773002","Montpellier Saint-Roch","Non communiqué","0.13","2015"
